"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"56","의원","01_01_02_P","3620000","PHMA120033620020041100007","2003-04-28","","01","영업/정상","13","영업중","","","","","062-251-7522","","500-839","광주광역시 북구 오치동 752번지 1호","광주광역시 북구 설죽로 346, 2층 (오치동, 북구미래아동병원)","61052","오치꼬마이치과의원","2021-11-10 11:16:54","U","2021-11-12 02:40:00","치과의원","190794.124616704","187904.546462465","치과의원","1","0","0","99.73","401","치과","","","","0","0","","","0","",
"57","의원","01_01_02_P","3620000","PHMA120103620020041100017","2010-05-10","","01","영업/정상","13","영업중","","","","","062-719-4900","","","광주광역시 북구 본촌동 670-11","광주광역시 북구 하서로483번길 4 (본촌동)","61015","의료법인녹십자의료재단광주녹십자의원","2025-04-03 21:43:25","U","2025-04-05 02:40:00","의원","188732.854400279","190976.182615858","의원","6","0","0","8016.09","101 118 119 123","내과, 병리과, 진단검사의학과, 핵의학과","","","","0","0","","","0","",
"58","의원","01_01_02_P","3620000","PHMA120103620020041100018","2010-05-10","","01","영업/정상","13","영업중","","","","","0623657582","","500-857","광주광역시 북구 운암1동 357번지 7호 (2층),203호","광주광역시 북구 북문대로 113, 2층 203호 (운암동)","61256","베스트마취통증의학과의원","2022-09-30 10:43:25","U","2022-10-02 02:40:00","의원","188541.026519399","186684.846644072","의원","1","1","1","187.69","109 101 105 106 114 115 116 119 122","내과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과","","","","0","0","","","0","",
"59","의원","01_01_02_P","3620000","PHMA119913620020041100004","1991-06-08","","01","영업/정상","13","영업중","","","","","062-529-6663","","","","광주광역시 북구 동문대로 6, 3층 (풍향동)","61206","연합치과의원","2024-08-13 10:30:40","U","2024-08-15 02:40:00","치과의원","192631.703119783","185124.31505789","치과의원","2","0","0","117.34","402 403 406","구강악안면외과, 치과보철과, 치주과","","","","0","0","","","0","",
"60","의원","01_01_02_P","3620000","PHMA119913620020041100006","1991-06-24","","01","영업/정상","13","영업중","","","","","062-265-7269","","500-840","광주광역시 북구 오치2동 949번지 28호 (2층)","광주광역시 북구 안산로 2, 2층 (오치동)","61054","모재형치과의원","2021-11-09 10:09:58","U","2021-11-11 02:40:00","치과의원","191063.799025608","187584.219503278","치과의원","1","0","0","79.51","401","치과","","","","0","0","","","0","",
"61","의원","01_01_02_P","3620000","PHMA119913620020041100008","1991-12-26","","01","영업/정상","13","영업중","","","","","062-261-2601","","500-838","광주광역시 북구 오치1동 969번지 12호 1,2층","광주광역시 북구 우치로 238, 1,2층 (오치동)","61130","임광모한의원","2021-11-12 05:43:13","U","2021-11-14 02:40:00","한의원","191308.681202687","187447.160770437","한의원","1","0","0","243.87","301 302 303 306 305 304 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"62","의원","01_01_02_P","3620000","PHMA119923620020041100002","1992-04-29","","01","영업/정상","13","영업중","","","","","062-262-1828","","500-810","광주광역시 북구 두암3동 904번지 5호 2층","광주광역시 북구 군왕로 84, 2층 (두암동)","61156","김정태치과의원","2024-10-02 15:19:36","U","2024-10-04 02:40:00","치과의원","193808.706511958","185505.695904308","치과의원","1","0","0","83.45","412 411 409 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"63","의원","01_01_02_P","3620000","PHMA120093620020041100009","2009-03-25","","01","영업/정상","13","영업중","","","","","227-7275","","500-814","광주광역시 북구 두암3동 985-8번지 2층","광주광역시 북구 갈마로 53, 2층 (두암동)","61161","두암한의원","2024-09-13 11:28:57","U","2024-09-15 02:40:00","한의원","194128.184215656","184766.850191338","한의원","1","0","0","116","301 302 303 304","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과","","","","0","0","","","0","",
"64","의원","01_01_02_P","3620000","PHMA120003590019041100007","2000-12-18","","01","영업/정상","13","영업중","","","","","062-263-8275","","","","광주광역시 북구 갈마로 39, 1,2층 (풍향동)","61163","김성훈한의원","2024-04-12 13:05:35","U","2024-04-14 02:40:00","한의원","193984.351874243","184742.90835393","한의원","1","0","0","171.3","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"65","의원","01_01_02_P","3620000","PHMA120103620020041100020","2010-05-25","","01","영업/정상","13","영업중","","","","","062-266-7575","","","","광주광역시 북구 서하로194번길 2, 상가동 201.202호 (오치동)","61119","고수희치과의원","2024-08-30 15:16:47","U","2024-09-01 02:40:00","치과의원","190889.056443471","187398.6795568","치과의원","1","0","0","107.36","402 403 405 406 407 408 409","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과","","","","0","0","","","0","",
"66","의원","01_01_02_P","3620000","PHMA120113620020041100020","2011-08-04","","01","영업/정상","13","영업중","","","","","062-572-2888","","","","광주광역시 북구 양산로 54, 4층 (양산동)","61072","이레치과의원","2024-09-13 11:13:22","U","2024-09-15 02:40:00","치과의원","189027.167942564","190099.508028899","치과의원","1","0","0","263.57","402 403 404 405 406 407 408 409 410 411 412","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"67","의원","01_01_02_P","3620000","PHMA120113620020041100021","2011-08-05","","01","영업/정상","13","영업중","","","","","062-575-0124","","500-816","광주광역시 북구 매곡동 44번지 6호 1층","광주광역시 북구 매곡로 40 (매곡동)","61062","금호튼튼한의원","2025-01-31 14:41:44","U","2025-02-02 02:40:00","한의원","190319.260511071","187704.56372819","한의원","1","0","0","188.7","301 304 307 308 305 302 306 303","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"68","의원","01_01_02_P","3620000","PHMA120113620020041100023","2011-09-02","","01","영업/정상","13","영업중","","","","","062-263-9117","","500-822","광주광역시 북구 문흥1동 999번지 4호 2층","광주광역시 북구 서하로 385, 2층 (문흥동)","61129","코코이비인후과의원","2017-09-05 18:32:19","I","2018-08-31 23:59:59","의원","192868.741727234","187366.614426614","의원","1","0","0","128.9","101 104 111 113","내과, 외과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"69","의원","01_01_02_P","3620000","PHMA120113620020041100024","2011-09-02","","01","영업/정상","13","영업중","","","","","062-264-1075","","500-800","광주광역시 북구 각화동 179번지 4호  1층","광주광역시 북구 군왕로203번길 1 (각화동)","61166","침사랑 한의원","2021-11-12 14:03:04","U","2021-11-14 02:40:00","한의원","194011.648638158","186639.987691745","한의원","1","0","0","154.39","301 302 303 304 307 308 305 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"70","의원","01_01_02_P","3620000","PHMA120083620020041100011","2008-04-15","","01","영업/정상","13","영업중","","","","","062-576-8875","","","","광주광역시 북구 양산로 50, 2층 201호 (양산동)","61071","원광맥한의원","2024-07-05 10:23:19","U","2024-07-07 02:40:00","한의원","188970.046847563","190115.496145298","한의원","1","0","0","188.1","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"71","의원","01_01_02_P","3620000","PHMA120083620020041100013","2008-05-23","","01","영업/정상","13","영업중","","","","","062-573-2807","","500-210","광주광역시 북구 본촌동 3072번지 4층","광주광역시 북구 양산택지소로 3, 4층 (본촌동)","61026","예손치과의원","2021-11-10 10:55:21","U","2021-11-12 02:40:00","치과의원","189163.986539503","190389.119825328","치과의원","1","0","0","118.41","401","치과","","","","0","0","","","0","",
"72","의원","01_01_02_P","3620000","PHMA120083620020041100015","2008-06-24","","01","영업/정상","13","영업중","","","","","062-364-2875","","500-150","광주광역시 북구 매곡동","광주광역시 북구 매곡로 56, 3층 (매곡동, 중앙빌딩)","61059","이사랑치과의원","2024-08-21 16:26:00","U","2024-08-23 02:40:00","치과의원","190289.021555707","187887.98887959","치과의원","1","0","0","129.6","411 409 407 406 405 404 403","치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"73","의원","01_01_02_P","3620000","PHMA120173620020041100006","2017-03-24","","01","영업/정상","13","영업중","","","","","062-267-1000","","","","광주광역시 북구 용봉택지로 39, 408호 (용봉동)","61109","휴드림한의원","2023-08-02 16:33:30","U","2023-08-04 02:40:00","한의원","190010.386331311","186624.753285954","한의원","1","0","0","305.6","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"74","의원","01_01_02_P","3620000","PHMA120063620020041100006","2006-04-07","","01","영업/정상","13","영업중","","","","","062-575-6666","","500-816","광주광역시 북구 매곡동 106번지 8호 (2층)","광주광역시 북구 매곡로 63, 2층 (매곡동)","61061","맑은샘한의원","2024-03-14 16:47:03","U","2024-03-16 02:40:00","한의원","190213.544895641","187934.150706107","한의원","1","0","0","169.16","301 308 303 304 306 305 307 302","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"75","의원","01_01_02_P","3620000","PHMA120063620020041100011","2006-07-03","","01","영업/정상","13","영업중","","","","","062-513-7528","","500-180","광주광역시 북구 동림동 1150-1번지 2층","광주광역시 북구 북문대로242번길 7, 201호 (동림동)","61096","동림치과의원","2024-08-22 17:49:14","U","2024-08-24 02:40:00","치과의원","187714.893133763","187647.580443072","치과의원","1","0","0","88.47","412 411 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"76","의원","01_01_02_P","3620000","PHMA120063620020041100012","2006-07-05","","01","영업/정상","13","영업중","","","","","062-512-0028","","500-845","광주광역시 북구 용봉동 1082번지 2호 3층","광주광역시 북구 비엔날레로 93, 3층 (용봉동)","61108","한빛부부치과의원","2020-03-14 00:43:23","U","2020-03-17 02:40:00","치과의원","189894.21456859","186775.053840387","치과의원","1","0","0","103","401","치과","","","","0","0","","","0","",
"77","의원","01_01_02_P","3620000","PHMA120063620020041100013","2006-07-13","","01","영업/정상","13","영업중","","","","","062-252-2600","","500-839","광주광역시 북구 오치동 756번지 (3층)","광주광역시 북구 설죽로 338, 3층 (오치동, 일곡병원)","61052","모든치과의원","2024-10-18 14:36:59","U","2024-10-20 02:40:00","치과의원","190772.762268024","187835.987792594","치과의원","1","0","0","155.88","407 406 405 404 403","치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과","","","","0","0","","","0","",
"78","의원","01_01_02_P","3620000","PHMA120063620020041100015","2006-09-06","","01","영업/정상","13","영업중","","","","","062-261-2860","","500-823","광주광역시 북구 문흥2동 1002번지 1호 2층","광주광역시 북구 서하로 372, 2층 (문흥동)","61133","e-편한치과의원","2024-09-03 15:17:29","U","2024-09-05 02:40:00","치과의원","192696.497523368","187402.599456523","치과의원","1","0","0","94.3","411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
